
SetupTitle, Transfer Curve - Back Gate
PrimitiveTest, I/V Sweep
TestParameter, Measurement.Adc.HighSpeed.Mode, AUTO
TestParameter, Measurement.Adc.HighSpeed.Coeff, 1
TestParameter, Measurement.Adc.HighResolution.AutoZero, OFF
TestParameter, Measurement.Adc.HighResolution.Mode, AUTO
TestParameter, Measurement.Adc.HighResolution.Coeff, 127
TestParameter, Measurement.WaitTime.Source.Coeff, 1
TestParameter, Measurement.WaitTime.Source.Offset, 0
TestParameter, Measurement.WaitTime.Monitor.Coeff, 1
TestParameter, Measurement.WaitTime.Monitor.Offset, 0
TestParameter, Function.User.Name, AbsId, AbsIs
TestParameter, Function.User.Unit, A, A
TestParameter, Function.User.Definition, abs(Id), abs(Is)
TestParameter, Output.Graph.Enabled, true
TestParameter, Output.Graph.AutoScaling, false
TestParameter, Output.Graph.XAxis.Data, Vg
TestParameter, Output.Graph.XAxis.Scale, Linear
TestParameter, Output.Graph.XAxis.Left, -10
TestParameter, Output.Graph.XAxis.Right, 10
TestParameter, Output.Graph.XAxis.RunTimeAutoScale, true
TestParameter, Output.Graph.YAxis.Data, AbsId, AbsIs
TestParameter, Output.Graph.YAxis.Scale, Log, Log
TestParameter, Output.Graph.YAxis.Bottom, 0, 0
TestParameter, Output.Graph.YAxis.Top, 1, 1
TestParameter, Output.Graph.YAxis.Group, Group 1, Group 1
TestParameter, Output.Graph.YAxis.RunTimeAutoScale, true, true
TestParameter, Output.List.Data, Vg, Id, Is, Vd, Vs, Ig, AbsId, AbsIs
TestParameter, AutoAnalysis.Interpolation, false
TestParameter, AutoAnalysis.Line1.Enabled, false
TestParameter, AutoAnalysis.Line1.Type, 1
TestParameter, AutoAnalysis.Line1.Fix, True
TestParameter, AutoAnalysis.Line1.YAxis, 0
TestParameter, AutoAnalysis.Line1.Point1.Type, 0
TestParameter, AutoAnalysis.Line1.Point1.XY.X, 
TestParameter, AutoAnalysis.Line1.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.Point2.Type, 0
TestParameter, AutoAnalysis.Line1.Point2.XY.X, 
TestParameter, AutoAnalysis.Line1.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.GradientExpr, 0
TestParameter, AutoAnalysis.Line2.Enabled, false
TestParameter, AutoAnalysis.Line2.Type, 1
TestParameter, AutoAnalysis.Line2.Fix, True
TestParameter, AutoAnalysis.Line2.YAxis, 0
TestParameter, AutoAnalysis.Line2.Point1.Type, 0
TestParameter, AutoAnalysis.Line2.Point1.XY.X, 
TestParameter, AutoAnalysis.Line2.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.Point2.Type, 0
TestParameter, AutoAnalysis.Line2.Point2.XY.X, 
TestParameter, AutoAnalysis.Line2.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.GradientExpr, 0
TestParameter, AutoAnalysis.Marker.Enabled, false
TestParameter, AutoAnalysis.Marker.Data.Var, 
TestParameter, AutoAnalysis.Marker.Data.Condition, 
TestParameter, AutoAnalysis.Marker.Data.Start, false
TestParameter, AutoAnalysis.Marker.Data.StartVar, 
TestParameter, AutoAnalysis.Marker.Data.StartCondition, 
MetaData, TestRecord.EntryPoint, true
MetaData, TestRecord.RecordTime, 10/22/2019 12:56:18
MetaData, TestRecord.TestTarget, 2um-3
MetaData, TestRecord.IterationIndex, 6
MetaData, TestRecord.Preservation, true
MetaData, TestRecord.Flag, 
MetaData, TestRecord.Remarks, 
MetaData, TestRecord.LinkKey, 38c333ce-0320-45e2-a68d-a07c0eede4a6
AnalysisSetup, Analysis.Setup.Vector.Graph.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.ActiveYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.LeftYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.RightYAxis, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Name, Vg
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.RunTimeAutoScale, true
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Unit, V
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Left, -20
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Right, 2
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Name, AbsId, AbsIs
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.GroupName, Group 1, Group 1
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.RunTimeAutoScale, true, true
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Unit, A, A
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Scale, Log, Log
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Bottom, 1E-16, 1E-16
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Top, 1E-09, 1E-09
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Interpolation, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Index, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Step, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalX, 0.90909090909090906
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalY, 1.2142857142857142
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalX, 0.90909090909090906
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalY, 1.2142857142857142
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalX, 0.90909090909090906
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalY, 1.2142857142857142
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalX, 0.90909090909090906
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalY, 1.2142857142857142
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalX, 0.90909090909090906
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalY, 1.2142857142857142
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.BackgroundColor, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.TextColor, -16777216
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridColor, -3618616
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineColor, -65336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelColor, -11513776
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeToColor, -24416
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelStyle, Adjacent
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotColor, -16777036
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotColor, -39936
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotColor, -16731136
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotColor, -8892376
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -14336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeColorEnabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MinorTicksValueVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ParametersVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridNumberFixity, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.AddsVerticalMargin, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, [VAR1] Unit=SMU6:MP, Name=Vg, Direction=Double, Linear/Log=LINEAR, Start=2 V, Stop=-20 V, Step=-100 mV, No. of Steps=221, Compliance=10 uA, Pwr Comp=OFF	[CONSTANTS] Unit=SMU1:HR/AS, Name=Vd, Source Mode=V, Source=2 V, Compliance=10 uA	[CONSTANTS] Unit=SMU4:HR/AS, Name=Vs, Source Mode=V, Source=0 V, Compliance=10 uA
AnalysisSetup, Analysis.Setup.Vector.Graph.SetupInfo, 		-0.1	-0.9	2
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Name, Vg, Id, Is, Vd, Vs, Ig, AbsId, AbsIs
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Unit, V, A, A, V, V, A, A, A
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, Transfer Curve - Back Gate
Dimension1, 442, 442, 442, 442, 442, 442, 442, 442
Dimension2, 1, 1, 1, 1, 1, 1, 1, 1
DataName, Vg, Vd, Vs, Id, Is, Ig, AbsId, AbsIs
DataValue, 2, 2, 0, -1.61E-14, -1.247E-14, 4.1E-13, 1.61E-14, 1.247E-14
DataValue, 1.9000000000000001, 2, 0, -1.5399999999999998E-15, -7.17E-15, 1.6E-13, 1.5399999999999998E-15, 7.17E-15
DataValue, 1.8, 2, 0, 3.5599999999999995E-15, -1.4199999999999998E-15, -1E-14, 3.5599999999999995E-15, 1.4199999999999998E-15
DataValue, 1.7, 2, 0, 6.1899999999999992E-15, 1.7699999999999998E-15, -1E-13, 6.1899999999999992E-15, 1.7699999999999998E-15
DataValue, 1.6, 2, 0, 9.6999999999999991E-15, 2.8399999999999996E-15, -2.4E-13, 9.6999999999999991E-15, 2.8399999999999996E-15
DataValue, 1.5, 2, 0, 1.2649999999999999E-14, 6.8299999999999994E-15, -3.8E-13, 1.2649999999999999E-14, 6.8299999999999994E-15
DataValue, 1.4000000000000001, 2, 0, 1.5039999999999998E-14, 6.8699999999999992E-15, -4.6E-13, 1.5039999999999998E-14, 6.8699999999999992E-15
DataValue, 1.3, 2, 0, 1.1939999999999999E-14, 9.3799999999999986E-15, -6.4E-13, 1.1939999999999999E-14, 9.3799999999999986E-15
DataValue, 1.2, 2, 0, 1.6489999999999998E-14, 8.64E-15, -7.9E-13, 1.6489999999999998E-14, 8.64E-15
DataValue, 1.1, 2, 0, 2.5519999999999998E-14, 1.5479999999999998E-14, -6.9E-13, 2.5519999999999998E-14, 1.5479999999999998E-14
DataValue, 1, 2, 0, 1.7969999999999998E-14, 1.178E-14, -7.7E-13, 1.7969999999999998E-14, 1.178E-14
DataValue, 0.9, 2, 0, 2.2039999999999997E-14, 1.556E-14, -8E-13, 2.2039999999999997E-14, 1.556E-14
DataValue, 0.8, 2, 0, 2.0049999999999997E-14, 1.4799999999999998E-14, -8.8E-13, 2.0049999999999997E-14, 1.4799999999999998E-14
DataValue, 0.70000000000000007, 2, 0, 2.4009999999999997E-14, 1.5389999999999998E-14, -1.19E-12, 2.4009999999999997E-14, 1.5389999999999998E-14
DataValue, 0.6, 2, 0, 2.175E-14, 1.491E-14, -8.8E-13, 2.175E-14, 1.491E-14
DataValue, 0.5, 2, 0, 2.079E-14, 1.559E-14, -8E-13, 2.079E-14, 1.559E-14
DataValue, 0.4, 2, 0, 2.899E-14, 2.147E-14, -1.15E-12, 2.899E-14, 2.147E-14
DataValue, 0.3, 2, 0, 1.889E-14, 1.2009999999999999E-14, -7.7E-13, 1.889E-14, 1.2009999999999999E-14
DataValue, 0.2, 2, 0, 2.0259999999999997E-14, 1.5129999999999998E-14, -1.01E-12, 2.0259999999999997E-14, 1.5129999999999998E-14
DataValue, 0.1, 2, 0, 2.262E-14, 1.7539999999999997E-14, -1.07E-12, 2.262E-14, 1.7539999999999997E-14
DataValue, 0, 2, 0, 2.9629999999999996E-14, 2.2859999999999997E-14, -9.6E-13, 2.9629999999999996E-14, 2.2859999999999997E-14
DataValue, -0.1, 2, 0, 2.138E-14, 1.6089999999999998E-14, -9E-13, 2.138E-14, 1.6089999999999998E-14
DataValue, -0.2, 2, 0, 2.018E-14, 1.474E-14, -1.11E-12, 2.018E-14, 1.474E-14
DataValue, -0.3, 2, 0, 2.56E-14, 3.2799999999999997E-14, -1.79E-12, 2.56E-14, 3.2799999999999997E-14
DataValue, -0.4, 2, 0, 2.3029999999999998E-14, 1.552E-14, -6.6E-13, 2.3029999999999998E-14, 1.552E-14
DataValue, -0.5, 2, 0, 1.7469999999999997E-14, 1.4969999999999998E-14, -6.6E-13, 1.7469999999999997E-14, 1.4969999999999998E-14
DataValue, -0.6, 2, 0, 2.2159999999999997E-14, 1.6329999999999998E-14, -8.2E-13, 2.2159999999999997E-14, 1.6329999999999998E-14
DataValue, -0.70000000000000007, 2, 0, 1.9559999999999998E-14, 1.545E-14, -1E-12, 1.9559999999999998E-14, 1.545E-14
DataValue, -0.8, 2, 0, 2.2209999999999998E-14, 1.3519999999999999E-14, -9.1E-13, 2.2209999999999998E-14, 1.3519999999999999E-14
DataValue, -0.9, 2, 0, 2.5259999999999998E-14, 2.4769999999999998E-14, -1.11E-12, 2.5259999999999998E-14, 2.4769999999999998E-14
DataValue, -1, 2, 0, 3.3089999999999995E-14, 2.3119999999999997E-14, -1.23E-12, 3.3089999999999995E-14, 2.3119999999999997E-14
DataValue, -1.1, 2, 0, 2.234E-14, 1.667E-14, -8.2E-13, 2.234E-14, 1.667E-14
DataValue, -1.2, 2, 0, 2.4409999999999997E-14, 1.9259999999999998E-14, -9.1E-13, 2.4409999999999997E-14, 1.9259999999999998E-14
DataValue, -1.3, 2, 0, 2.365E-14, 2.0189999999999997E-14, -1.03E-12, 2.365E-14, 2.0189999999999997E-14
DataValue, -1.4000000000000001, 2, 0, 2.6969999999999998E-14, 2.0619999999999998E-14, -8.6E-13, 2.6969999999999998E-14, 2.0619999999999998E-14
DataValue, -1.5, 2, 0, 1.9209999999999998E-14, 1.997E-14, -9.4E-13, 1.9209999999999998E-14, 1.997E-14
DataValue, -1.6, 2, 0, 2.4479999999999997E-14, 3.0569999999999996E-14, -1.2E-12, 2.4479999999999997E-14, 3.0569999999999996E-14
DataValue, -1.7, 2, 0, 3.4829999999999995E-14, 2.2559999999999997E-14, -1.3E-12, 3.4829999999999995E-14, 2.2559999999999997E-14
DataValue, -1.8, 2, 0, 2.021E-14, 1.571E-14, -9.9E-13, 2.021E-14, 1.571E-14
DataValue, -1.9000000000000001, 2, 0, 3.042E-14, 2.023E-14, -7.4E-13, 3.042E-14, 2.023E-14
DataValue, -2, 2, 0, 2.0819999999999997E-14, 1.8439999999999998E-14, -9.2E-13, 2.0819999999999997E-14, 1.8439999999999998E-14
DataValue, -2.1, 2, 0, 1.894E-14, 1.673E-14, -8.2E-13, 1.894E-14, 1.673E-14
DataValue, -2.2, 2, 0, 4.427E-14, 2.412E-14, -1.24E-12, 4.427E-14, 2.412E-14
DataValue, -2.3000000000000003, 2, 0, 2.461E-14, 1.9939999999999998E-14, -9E-13, 2.461E-14, 1.9939999999999998E-14
DataValue, -2.4, 2, 0, 1.4829999999999998E-14, 1.1139999999999999E-14, -5.1E-13, 1.4829999999999998E-14, 1.1139999999999999E-14
DataValue, -2.5, 2, 0, 2.794E-14, 2.4439999999999998E-14, -8.7E-13, 2.794E-14, 2.4439999999999998E-14
DataValue, -2.6, 2, 0, 2.056E-14, 1.552E-14, -7.2E-13, 2.056E-14, 1.552E-14
DataValue, -2.7, 2, 0, 1.6679999999999998E-14, 1.3099999999999999E-14, -8.6E-13, 1.6679999999999998E-14, 1.3099999999999999E-14
DataValue, -2.8000000000000003, 2, 0, 2.7059999999999997E-14, 1.0649999999999999E-14, -6.8E-13, 2.7059999999999997E-14, 1.0649999999999999E-14
DataValue, -2.9, 2, 0, 2.6569999999999998E-14, 8.12E-15, -8.3E-13, 2.6569999999999998E-14, 8.12E-15
DataValue, -3, 2, 0, 2.7009999999999997E-14, 1.035E-14, -6.5E-13, 2.7009999999999997E-14, 1.035E-14
DataValue, -3.1, 2, 0, 2.9699999999999996E-14, 1.8499999999999997E-15, -5.5E-13, 2.9699999999999996E-14, 1.8499999999999997E-15
DataValue, -3.2, 2, 0, 4.3689999999999995E-14, 2.7E-16, -6.4E-13, 4.3689999999999995E-14, 2.7E-16
DataValue, -3.3000000000000003, 2, 0, 3.39E-14, -2.54E-15, -6.7E-13, 3.39E-14, 2.54E-15
DataValue, -3.4, 2, 0, 4.3399999999999997E-14, -8.479999999999999E-15, -6.8E-13, 4.3399999999999997E-14, 8.479999999999999E-15
DataValue, -3.5, 2, 0, 4.793E-14, -1.3859999999999999E-14, -6.4E-13, 4.793E-14, 1.3859999999999999E-14
DataValue, -3.6, 2, 0, 5.3689999999999996E-14, -2.2379999999999998E-14, -9.2E-13, 5.3689999999999996E-14, 2.2379999999999998E-14
DataValue, -3.7, 2, 0, 7.259E-14, -1.6069999999999998E-14, -1.34E-12, 7.259E-14, 1.6069999999999998E-14
DataValue, -3.8000000000000003, 2, 0, 7.9279999999999991E-14, -3.47E-14, -5.4E-13, 7.9279999999999991E-14, 3.47E-14
DataValue, -3.9, 2, 0, 8.428E-14, -3.6499999999999996E-14, -1.36E-12, 8.428E-14, 3.6499999999999996E-14
DataValue, -4, 2, 0, 9.0329999999999992E-14, -4.2299999999999994E-14, -1.25E-12, 9.0329999999999992E-14, 4.2299999999999994E-14
DataValue, -4.1, 2, 0, 1.2043E-13, -6.7899999999999993E-14, -1.12E-12, 1.2043E-13, 6.7899999999999993E-14
DataValue, -4.2, 2, 0, 1.3172E-13, -7.166E-14, -2.68E-12, 1.3172E-13, 7.166E-14
DataValue, -4.3, 2, 0, 1.5118E-13, -8.546E-14, -3.02E-12, 1.5118E-13, 8.546E-14
