
SetupTitle, Transfer Curve - Back Gate
PrimitiveTest, I/V Sweep
TestParameter, Measurement.Adc.HighSpeed.Mode, AUTO
TestParameter, Measurement.Adc.HighSpeed.Coeff, 1
TestParameter, Measurement.Adc.HighResolution.AutoZero, OFF
TestParameter, Measurement.Adc.HighResolution.Mode, AUTO
TestParameter, Measurement.Adc.HighResolution.Coeff, 127
TestParameter, Measurement.WaitTime.Source.Coeff, 1
TestParameter, Measurement.WaitTime.Source.Offset, 0
TestParameter, Measurement.WaitTime.Monitor.Coeff, 1
TestParameter, Measurement.WaitTime.Monitor.Offset, 0
TestParameter, Function.User.Name, AbsId, AbsIs
TestParameter, Function.User.Unit, A, A
TestParameter, Function.User.Definition, abs(Id), abs(Is)
TestParameter, Output.Graph.Enabled, true
TestParameter, Output.Graph.AutoScaling, false
TestParameter, Output.Graph.XAxis.Data, Vg
TestParameter, Output.Graph.XAxis.Scale, Linear
TestParameter, Output.Graph.XAxis.Left, -10
TestParameter, Output.Graph.XAxis.Right, 10
TestParameter, Output.Graph.XAxis.RunTimeAutoScale, true
TestParameter, Output.Graph.YAxis.Data, AbsId, AbsIs
TestParameter, Output.Graph.YAxis.Scale, Log, Log
TestParameter, Output.Graph.YAxis.Bottom, 0, 0
TestParameter, Output.Graph.YAxis.Top, 1, 1
TestParameter, Output.Graph.YAxis.Group, Group 1, Group 1
TestParameter, Output.Graph.YAxis.RunTimeAutoScale, true, true
TestParameter, Output.List.Data, Vg, Id, Is, Vd, Vs, Ig, AbsId, AbsIs
TestParameter, AutoAnalysis.Interpolation, false
TestParameter, AutoAnalysis.Line1.Enabled, false
TestParameter, AutoAnalysis.Line1.Type, 1
TestParameter, AutoAnalysis.Line1.Fix, True
TestParameter, AutoAnalysis.Line1.YAxis, 0
TestParameter, AutoAnalysis.Line1.Point1.Type, 0
TestParameter, AutoAnalysis.Line1.Point1.XY.X, 
TestParameter, AutoAnalysis.Line1.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.Point2.Type, 0
TestParameter, AutoAnalysis.Line1.Point2.XY.X, 
TestParameter, AutoAnalysis.Line1.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.GradientExpr, 0
TestParameter, AutoAnalysis.Line2.Enabled, false
TestParameter, AutoAnalysis.Line2.Type, 1
TestParameter, AutoAnalysis.Line2.Fix, True
TestParameter, AutoAnalysis.Line2.YAxis, 0
TestParameter, AutoAnalysis.Line2.Point1.Type, 0
TestParameter, AutoAnalysis.Line2.Point1.XY.X, 
TestParameter, AutoAnalysis.Line2.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.Point2.Type, 0
TestParameter, AutoAnalysis.Line2.Point2.XY.X, 
TestParameter, AutoAnalysis.Line2.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.GradientExpr, 0
TestParameter, AutoAnalysis.Marker.Enabled, false
TestParameter, AutoAnalysis.Marker.Data.Var, 
TestParameter, AutoAnalysis.Marker.Data.Condition, 
TestParameter, AutoAnalysis.Marker.Data.Start, false
TestParameter, AutoAnalysis.Marker.Data.StartVar, 
TestParameter, AutoAnalysis.Marker.Data.StartCondition, 
MetaData, TestRecord.EntryPoint, true
MetaData, TestRecord.RecordTime, 10/22/2019 15:17:11
MetaData, TestRecord.TestTarget, .2um-3
MetaData, TestRecord.IterationIndex, 20
MetaData, TestRecord.Preservation, true
MetaData, TestRecord.Flag, 
MetaData, TestRecord.Remarks, 
MetaData, TestRecord.LinkKey, f94607ba-df0e-4665-88c0-7c35ca9558d0
AnalysisSetup, Analysis.Setup.Vector.Graph.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.ActiveYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.LeftYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.RightYAxis, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Name, Vg
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.RunTimeAutoScale, true
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Unit, V
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Left, -14
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Right, 40
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Name, AbsId, AbsIs
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.GroupName, Group 1, Group 1
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.RunTimeAutoScale, true, true
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Unit, A, A
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Scale, Log, Log
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Bottom, 1E-16, 1E-16
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Top, 1E-09, 1E-09
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Interpolation, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Index, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Step, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalX, 0.25925925925925924
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalY, 1.2142857142857142
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalX, 0.25925925925925924
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalY, 1.2142857142857142
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalX, 0.25925925925925924
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalY, 1.2142857142857142
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalX, 0.25925925925925924
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalY, 1.2142857142857142
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalX, 0.25925925925925924
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalY, 1.2142857142857142
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.BackgroundColor, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.TextColor, -16777216
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridColor, -3618616
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineColor, -65336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelColor, -11513776
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeToColor, -24416
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelStyle, Adjacent
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotColor, -16777036
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotColor, -39936
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotColor, -16731136
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotColor, -8892376
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -14336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeColorEnabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MinorTicksValueVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ParametersVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridNumberFixity, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.AddsVerticalMargin, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, [VAR1] Unit=SMU6:MP, Name=Vg, Direction=Single, Linear/Log=LINEAR, Start=40 V, Stop=-40 V, Step=-100 mV, No. of Steps=801, Compliance=10 uA, Pwr Comp=OFF	[CONSTANTS] Unit=SMU1:HR/AS, Name=Vd, Source Mode=V, Source=2 V, Compliance=10 uA	[CONSTANTS] Unit=SMU4:HR/AS, Name=Vs, Source Mode=V, Source=0 V, Compliance=10 uA
AnalysisSetup, Analysis.Setup.Vector.Graph.SetupInfo, 		-0.1	-0.9	2
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Name, Vg, Id, Is, Vd, Vs, Ig, AbsId, AbsIs
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Unit, V, A, A, V, V, A, A, A
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, Transfer Curve - Back Gate
Dimension1, 801, 801, 801, 801, 801, 801, 801, 801
Dimension2, 1, 1, 1, 1, 1, 1, 1, 1
DataName, Vg, Vd, Vs, Id, Is, Ig, AbsId, AbsIs
DataValue, 40, 2, 0, 5.2171300000000008E-10, -6.1523400000000009E-10, 8.89E-12, 5.2171300000000008E-10, 6.1523400000000009E-10
DataValue, 39.9, 2, 0, 4.66656E-10, -4.3393200000000004E-10, 5.9E-12, 4.66656E-10, 4.3393200000000004E-10
DataValue, 39.800000000000004, 2, 0, 4.1479300000000005E-10, -4.35401E-10, 4.41E-12, 4.1479300000000005E-10, 4.35401E-10
DataValue, 39.7, 2, 0, 4.1578200000000005E-10, -4.1030100000000003E-10, 5.76E-12, 4.1578200000000005E-10, 4.1030100000000003E-10
DataValue, 39.6, 2, 0, 2.90876E-10, -3.21438E-10, 4.54E-12, 2.90876E-10, 3.21438E-10
DataValue, 39.5, 2, 0, 3.32456E-10, -3.12446E-10, 2.95E-12, 3.32456E-10, 3.12446E-10
DataValue, 39.4, 2, 0, 2.8851100000000003E-10, -3.13162E-10, 2.87E-12, 2.8851100000000003E-10, 3.13162E-10
DataValue, 39.300000000000004, 2, 0, 2.9381600000000004E-10, -3.1388E-10, 2.83E-12, 2.9381600000000004E-10, 3.1388E-10
DataValue, 39.2, 2, 0, 3.2191800000000005E-10, -2.9380800000000003E-10, 2.08E-12, 3.2191800000000005E-10, 2.9380800000000003E-10
DataValue, 39.1, 2, 0, 2.5707200000000004E-10, -2.38339E-10, 2.25E-12, 2.5707200000000004E-10, 2.38339E-10
DataValue, 39, 2, 0, 2.4485000000000004E-10, -2.41537E-10, 2.28E-12, 2.4485000000000004E-10, 2.41537E-10
DataValue, 38.9, 2, 0, 2.01615E-10, -2.2440100000000003E-10, 2.06E-12, 2.01615E-10, 2.2440100000000003E-10
DataValue, 38.800000000000004, 2, 0, 2.10607E-10, -2.1992200000000002E-10, 2.62E-12, 2.10607E-10, 2.1992200000000002E-10
DataValue, 38.7, 2, 0, 1.8565300000000003E-10, -1.9224800000000002E-10, 1.32E-12, 1.8565300000000003E-10, 1.9224800000000002E-10
DataValue, 38.6, 2, 0, 1.7185200000000002E-10, -1.6276300000000002E-10, 1E-12, 1.7185200000000002E-10, 1.6276300000000002E-10
DataValue, 38.5, 2, 0, 1.59409E-10, -1.5232300000000002E-10, 9.3E-13, 1.59409E-10, 1.5232300000000002E-10
DataValue, 38.4, 2, 0, 1.57175E-10, -1.43962E-10, 7.9E-13, 1.57175E-10, 1.43962E-10
DataValue, 38.300000000000004, 2, 0, 1.5806900000000002E-10, -1.6062100000000002E-10, 8E-13, 1.5806900000000002E-10, 1.6062100000000002E-10
DataValue, 38.2, 2, 0, 1.48509E-10, -1.4895100000000002E-10, 4E-13, 1.48509E-10, 1.4895100000000002E-10
DataValue, 38.1, 2, 0, 1.28196E-10, -1.28589E-10, 1.6E-13, 1.28196E-10, 1.28589E-10
DataValue, 38, 2, 0, 1.2894500000000001E-10, -1.3078400000000002E-10, -1E-14, 1.2894500000000001E-10, 1.3078400000000002E-10
DataValue, 37.9, 2, 0, 1.20509E-10, -1.23517E-10, -9E-14, 1.20509E-10, 1.23517E-10
DataValue, 37.800000000000004, 2, 0, 1.1095400000000001E-10, -1.18328E-10, -2.4E-13, 1.1095400000000001E-10, 1.18328E-10
DataValue, 37.7, 2, 0, 1.05418E-10, -9.9057E-11, -4.6E-13, 1.05418E-10, 9.9057E-11
DataValue, 37.6, 2, 0, 9.63008E-11, -7.67874E-11, -4.5E-13, 9.63008E-11, 7.67874E-11
DataValue, 37.5, 2, 0, 8.8122199999999992E-11, -9.20778E-11, -6.4E-13, 8.8122199999999992E-11, 9.20778E-11
DataValue, 37.4, 2, 0, 8.64782E-11, -9.45062E-11, -5.9E-13, 8.64782E-11, 9.45062E-11
DataValue, 37.300000000000004, 2, 0, 8.52313E-11, -8.3164E-11, -7E-13, 8.52313E-11, 8.3164E-11
DataValue, 37.2, 2, 0, 8.23789E-11, -4.9641E-11, -8.2E-13, 8.23789E-11, 4.9641E-11
DataValue, 37.1, 2, 0, 4.65885E-11, -4.5913699999999997E-11, -8E-13, 4.65885E-11, 4.5913699999999997E-11
DataValue, 37, 2, 0, 4.07521E-11, -4.43156E-11, -8.2E-13, 4.07521E-11, 4.43156E-11
DataValue, 36.9, 2, 0, 4.46464E-11, -3.62335E-11, -7.7E-13, 4.46464E-11, 3.62335E-11
DataValue, 36.800000000000004, 2, 0, 4.23828E-11, -4.24931E-11, -9.4E-13, 4.23828E-11, 4.24931E-11
DataValue, 36.7, 2, 0, 4.06301E-11, -3.42717E-11, -8.9E-13, 4.06301E-11, 3.42717E-11
DataValue, 36.6, 2, 0, 3.58603E-11, -3.65104E-11, -1.14E-12, 3.58603E-11, 3.65104E-11
DataValue, 36.5, 2, 0, 3.30416E-11, -3.8590599999999997E-11, -1.21E-12, 3.30416E-11, 3.8590599999999997E-11
DataValue, 36.4, 2, 0, 3.13411E-11, -3.13379E-11, -1.04E-12, 3.13411E-11, 3.13379E-11
DataValue, 36.300000000000004, 2, 0, 2.92769E-11, -2.72951E-11, -1.25E-12, 2.92769E-11, 2.72951E-11
DataValue, 36.2, 2, 0, 2.7992299999999998E-11, -2.65652E-11, -1.21E-12, 2.7992299999999998E-11, 2.65652E-11
DataValue, 36.1, 2, 0, 4.62062E-11, -4.10692E-11, -1.35E-12, 4.62062E-11, 4.10692E-11
DataValue, 36, 2, 0, 4.22819E-11, -3.86492E-11, -1.55E-12, 4.22819E-11, 3.86492E-11
DataValue, 35.9, 2, 0, 3.83418E-11, -3.88402E-11, -1.29E-12, 3.83418E-11, 3.88402E-11
DataValue, 35.800000000000004, 2, 0, 3.87769E-11, -4.39308E-11, -1.17E-12, 3.87769E-11, 4.39308E-11
DataValue, 35.7, 2, 0, 3.47547E-11, -3.65672E-11, -1.12E-12, 3.47547E-11, 3.65672E-11
DataValue, 35.6, 2, 0, 3.36238E-11, -2.5938199999999998E-11, -1.11E-12, 3.36238E-11, 2.5938199999999998E-11
DataValue, 35.5, 2, 0, 2.29024E-11, -3.7192999999999996E-11, -1.19E-12, 2.29024E-11, 3.7192999999999996E-11
DataValue, 35.4, 2, 0, 3.44088E-11, -3.49885E-11, -1.35E-12, 3.44088E-11, 3.49885E-11
DataValue, 35.300000000000004, 2, 0, 3.09336E-11, -3.28371E-11, -9E-13, 3.09336E-11, 3.28371E-11
DataValue, 35.2, 2, 0, 3.28838E-11, -2.91507E-11, -1.27E-12, 3.28838E-11, 2.91507E-11
DataValue, 35.1, 2, 0, 3.01016E-11, -2.67654E-11, -1.18E-12, 3.01016E-11, 2.67654E-11
DataValue, 35, 2, 0, 2.61332E-11, -1.70965E-11, -1.51E-12, 2.61332E-11, 1.70965E-11
DataValue, 34.9, 2, 0, 1.41107E-11, -1.5143099999999998E-11, -1.3E-12, 1.41107E-11, 1.5143099999999998E-11
DataValue, 34.800000000000004, 2, 0, 1.4392399999999999E-11, -1.16832E-11, -4.8E-13, 1.4392399999999999E-11, 1.16832E-11
DataValue, 34.7, 2, 0, 1.1774E-11, -1.104E-11, -5E-13, 1.1774E-11, 1.104E-11
DataValue, 34.6, 2, 0, 9.7981E-12, -7.72713E-12, -3.2E-13, 9.7981E-12, 7.72713E-12
DataValue, 34.5, 2, 0, 1.08318E-11, -1.081852E-11, -4.7E-13, 1.08318E-11, 1.081852E-11
DataValue, 34.4, 2, 0, 9.6784E-12, -9.5982999999999988E-12, -5E-13, 9.6784E-12, 9.5982999999999988E-12
DataValue, 34.300000000000004, 2, 0, 7.6161099999999987E-12, -7.9153E-12, -2.8E-13, 7.6161099999999987E-12, 7.9153E-12
DataValue, 34.2, 2, 0, 7.6191499999999991E-12, -7.48829E-12, -3.4E-13, 7.6191499999999991E-12, 7.48829E-12
DataValue, 34.1, 2, 0, 6.5740799999999994E-12, -5.99962E-12, -5.3E-13, 6.5740799999999994E-12, 5.99962E-12
DataValue, 34, 2, 0, 4.60487E-12, -4.8468199999999993E-12, -4.8E-13, 4.60487E-12, 4.8468199999999993E-12
DataValue, 33.9, 2, 0, 6.13887E-12, -6.5882899999999992E-12, -6.4E-13, 6.13887E-12, 6.5882899999999992E-12
DataValue, 33.8, 2, 0, 5.15643E-12, -5.20123E-12, -5.8E-13, 5.15643E-12, 5.20123E-12
DataValue, 33.7, 2, 0, 4.49315E-12, -4.37223E-12, -8E-13, 4.49315E-12, 4.37223E-12
DataValue, 33.6, 2, 0, 5.0481299999999994E-12, -4.3386899999999996E-12, -7.7E-13, 5.0481299999999994E-12, 4.3386899999999996E-12
DataValue, 33.5, 2, 0, 4.83599E-12, -4.729E-12, -7.2E-13, 4.83599E-12, 4.729E-12
DataValue, 33.4, 2, 0, 4.3122799999999995E-12, -4.5377199999999994E-12, -8.3E-13, 4.3122799999999995E-12, 4.5377199999999994E-12
