
SetupTitle, Transfer Curve - Back Gate
PrimitiveTest, I/V Sweep
TestParameter, Measurement.Adc.HighSpeed.Mode, AUTO
TestParameter, Measurement.Adc.HighSpeed.Coeff, 1
TestParameter, Measurement.Adc.HighResolution.AutoZero, OFF
TestParameter, Measurement.Adc.HighResolution.Mode, AUTO
TestParameter, Measurement.Adc.HighResolution.Coeff, 127
TestParameter, Measurement.WaitTime.Source.Coeff, 1
TestParameter, Measurement.WaitTime.Source.Offset, 0
TestParameter, Measurement.WaitTime.Monitor.Coeff, 1
TestParameter, Measurement.WaitTime.Monitor.Offset, 0
TestParameter, Function.User.Name, AbsId, AbsIs
TestParameter, Function.User.Unit, A, A
TestParameter, Function.User.Definition, abs(Id), abs(Is)
TestParameter, Output.Graph.Enabled, true
TestParameter, Output.Graph.AutoScaling, false
TestParameter, Output.Graph.XAxis.Data, Vg
TestParameter, Output.Graph.XAxis.Scale, Linear
TestParameter, Output.Graph.XAxis.Left, -10
TestParameter, Output.Graph.XAxis.Right, 10
TestParameter, Output.Graph.XAxis.RunTimeAutoScale, true
TestParameter, Output.Graph.YAxis.Data, AbsId, AbsIs
TestParameter, Output.Graph.YAxis.Scale, Log, Log
TestParameter, Output.Graph.YAxis.Bottom, 0, 0
TestParameter, Output.Graph.YAxis.Top, 1, 1
TestParameter, Output.Graph.YAxis.Group, Group 1, Group 1
TestParameter, Output.Graph.YAxis.RunTimeAutoScale, true, true
TestParameter, Output.List.Data, Vg, Id, Is, Vd, Vs, Ig, AbsId, AbsIs
TestParameter, AutoAnalysis.Interpolation, false
TestParameter, AutoAnalysis.Line1.Enabled, false
TestParameter, AutoAnalysis.Line1.Type, 1
TestParameter, AutoAnalysis.Line1.Fix, True
TestParameter, AutoAnalysis.Line1.YAxis, 0
TestParameter, AutoAnalysis.Line1.Point1.Type, 0
TestParameter, AutoAnalysis.Line1.Point1.XY.X, 
TestParameter, AutoAnalysis.Line1.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.Point2.Type, 0
TestParameter, AutoAnalysis.Line1.Point2.XY.X, 
TestParameter, AutoAnalysis.Line1.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.GradientExpr, 0
TestParameter, AutoAnalysis.Line2.Enabled, false
TestParameter, AutoAnalysis.Line2.Type, 1
TestParameter, AutoAnalysis.Line2.Fix, True
TestParameter, AutoAnalysis.Line2.YAxis, 0
TestParameter, AutoAnalysis.Line2.Point1.Type, 0
TestParameter, AutoAnalysis.Line2.Point1.XY.X, 
TestParameter, AutoAnalysis.Line2.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.Point2.Type, 0
TestParameter, AutoAnalysis.Line2.Point2.XY.X, 
TestParameter, AutoAnalysis.Line2.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.GradientExpr, 0
TestParameter, AutoAnalysis.Marker.Enabled, false
TestParameter, AutoAnalysis.Marker.Data.Var, 
TestParameter, AutoAnalysis.Marker.Data.Condition, 
TestParameter, AutoAnalysis.Marker.Data.Start, false
TestParameter, AutoAnalysis.Marker.Data.StartVar, 
TestParameter, AutoAnalysis.Marker.Data.StartCondition, 
MetaData, TestRecord.EntryPoint, true
MetaData, TestRecord.RecordTime, 10/22/2019 15:01:58
MetaData, TestRecord.TestTarget, .2um-3
MetaData, TestRecord.IterationIndex, 19
MetaData, TestRecord.Preservation, true
MetaData, TestRecord.Flag, 
MetaData, TestRecord.Remarks, 
MetaData, TestRecord.LinkKey, 6ded4107-f14c-404a-b8c6-d793cb9bc6c2
AnalysisSetup, Analysis.Setup.Vector.Graph.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.ActiveYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.LeftYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.RightYAxis, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Name, Vg
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.RunTimeAutoScale, true
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Unit, V
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Left, -40
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Right, 40
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Name, AbsId, AbsIs
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.GroupName, Group 1, Group 1
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.RunTimeAutoScale, true, true
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Unit, A, A
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Scale, Log, Log
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Bottom, 1E-15, 1E-15
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Top, 1E-08, 1E-08
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Interpolation, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Index, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Step, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalY, 1.0714285714285714
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalY, 1.0714285714285714
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalY, 1.0714285714285714
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalY, 1.0714285714285714
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalY, 1.0714285714285714
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.BackgroundColor, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.TextColor, -16777216
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridColor, -3618616
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineColor, -65336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelColor, -11513776
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeToColor, -24416
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelStyle, Adjacent
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotColor, -16777036
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotColor, -39936
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotColor, -16731136
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotColor, -8892376
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -14336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeColorEnabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MinorTicksValueVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ParametersVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridNumberFixity, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.AddsVerticalMargin, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, [VAR1] Unit=SMU6:MP, Name=Vg, Direction=Single, Linear/Log=LINEAR, Start=-40 V, Stop=40 V, Step=364 mV, No. of Steps=221, Compliance=10 uA, Pwr Comp=OFF	[CONSTANTS] Unit=SMU1:HR/AS, Name=Vd, Source Mode=V, Source=2 V, Compliance=10 uA	[CONSTANTS] Unit=SMU4:HR/AS, Name=Vs, Source Mode=V, Source=0 V, Compliance=10 uA
AnalysisSetup, Analysis.Setup.Vector.Graph.SetupInfo, 		-0.1	-0.9	2
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Name, Vg, Id, Is, Vd, Vs, Ig, AbsId, AbsIs
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Unit, V, A, A, V, V, A, A, A
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, Transfer Curve - Back Gate
Dimension1, 221, 221, 221, 221, 221, 221, 221, 221
Dimension2, 1, 1, 1, 1, 1, 1, 1, 1
DataName, Vg, Vd, Vs, Id, Is, Ig, AbsId, AbsIs
DataValue, -40, 2, 0, 1.70201E-09, -1.74633E-09, -6.37E-12, 1.70201E-09, 1.74633E-09
DataValue, -39.636, 2, 0, 1.63416E-09, -1.45539E-09, -3.58E-12, 1.63416E-09, 1.45539E-09
DataValue, -39.272, 2, 0, 1.26131E-09, -1.21369E-09, -2.08E-12, 1.26131E-09, 1.21369E-09
DataValue, -38.910000000000004, 2, 0, 1.05875E-09, -1.03963E-09, -9.2E-13, 1.05875E-09, 1.03963E-09
DataValue, -38.546, 2, 0, 9.3659000000000017E-10, -9.5484E-10, -1.6E-13, 9.3659000000000017E-10, 9.5484E-10
DataValue, -38.182, 2, 0, 8.03172E-10, -7.68238E-10, 1E-12, 8.03172E-10, 7.68238E-10
DataValue, -37.818, 2, 0, 8.2250800000000007E-10, -6.92016E-10, 1.92E-12, 8.2250800000000007E-10, 6.92016E-10
DataValue, -37.454, 2, 0, 5.9829700000000007E-10, -5.8950900000000006E-10, 3.02E-12, 5.9829700000000007E-10, 5.8950900000000006E-10
DataValue, -37.09, 2, 0, 5.32238E-10, -6.55602E-10, 4.03E-12, 5.32238E-10, 6.55602E-10
DataValue, -36.728, 2, 0, 5.5989400000000005E-10, -4.6799300000000008E-10, 3.99E-12, 5.5989400000000005E-10, 4.6799300000000008E-10
DataValue, -36.364, 2, 0, 3.8507000000000005E-10, -4.05182E-10, 5.29E-12, 3.8507000000000005E-10, 4.05182E-10
DataValue, -36, 2, 0, 2.8391500000000005E-10, -2.8775800000000003E-10, 8.38E-12, 2.8391500000000005E-10, 2.8775800000000003E-10
DataValue, -35.636, 2, 0, 2.7042000000000003E-10, -2.9823400000000005E-10, 1.116E-11, 2.7042000000000003E-10, 2.9823400000000005E-10
DataValue, -35.272, 2, 0, 2.4762700000000003E-10, -2.3140500000000001E-10, 1.13E-11, 2.4762700000000003E-10, 2.3140500000000001E-10
DataValue, -34.910000000000004, 2, 0, 1.55247E-10, -1.9337900000000003E-10, 1.311E-11, 1.55247E-10, 1.9337900000000003E-10
DataValue, -34.546, 2, 0, 1.5273600000000002E-10, -1.6692E-10, 2.032E-11, 1.5273600000000002E-10, 1.6692E-10
DataValue, -34.182, 2, 0, 1.0539300000000001E-10, -1.07991E-10, 2.151E-11, 1.0539300000000001E-10, 1.07991E-10
DataValue, -33.818, 2, 0, 1.077169E-10, -1.1485200000000001E-10, 9.49E-12, 1.077169E-10, 1.1485200000000001E-10
DataValue, -33.454, 2, 0, 6.34343E-11, -6.73719E-11, 5.06E-12, 6.34343E-11, 6.73719E-11
DataValue, -33.09, 2, 0, 5.1410899999999996E-11, -4.72858E-11, 6.41E-12, 5.1410899999999996E-11, 4.72858E-11
DataValue, -32.728, 2, 0, 3.3128E-11, -3.36424E-11, 5.55E-12, 3.3128E-11, 3.36424E-11
DataValue, -32.364, 2, 0, 2.82605E-11, -2.42211E-11, 4.55E-12, 2.82605E-11, 2.42211E-11
DataValue, -32, 2, 0, 2.10783E-11, -2.08932E-11, 6.28E-12, 2.10783E-11, 2.08932E-11
DataValue, -31.636, 2, 0, 1.86273E-11, -2.0588199999999998E-11, 5.83E-12, 1.86273E-11, 2.0588199999999998E-11
DataValue, -31.272000000000002, 2, 0, 1.9005399999999998E-11, -2.17826E-11, 3.3E-12, 1.9005399999999998E-11, 2.17826E-11
DataValue, -30.91, 2, 0, 2.24356E-11, -2.02104E-11, 2.93E-12, 2.24356E-11, 2.02104E-11
DataValue, -30.546, 2, 0, 1.29069E-11, -1.22397E-11, 3.14E-12, 1.29069E-11, 1.22397E-11
DataValue, -30.182000000000002, 2, 0, 1.3849299999999999E-11, -1.43434E-11, 6.5E-13, 1.3849299999999999E-11, 1.43434E-11
DataValue, -29.818, 2, 0, 6.6012799999999991E-12, -8.6559499999999989E-12, 5E-14, 6.6012799999999991E-12, 8.6559499999999989E-12
DataValue, -29.454, 2, 0, 9.0777999999999991E-12, -9.4699099999999988E-12, 6E-14, 9.0777999999999991E-12, 9.4699099999999988E-12
DataValue, -29.09, 2, 0, 9.2545699999999986E-12, -6.6921499999999995E-12, -2E-14, 9.2545699999999986E-12, 6.6921499999999995E-12
DataValue, -28.728, 2, 0, 5.4272899999999996E-12, -5.9712699999999995E-12, 2.1E-13, 5.4272899999999996E-12, 5.9712699999999995E-12
DataValue, -28.364, 2, 0, 5.8451799999999991E-12, -4.5662399999999993E-12, 2.2E-13, 5.8451799999999991E-12, 4.5662399999999993E-12
DataValue, -28, 2, 0, 4.1100899999999995E-12, -3.61572E-12, 1.6E-13, 4.1100899999999995E-12, 3.61572E-12
DataValue, -27.636, 2, 0, 3.16814E-12, -2.76584E-12, 3.2E-13, 3.16814E-12, 2.76584E-12
DataValue, -27.272000000000002, 2, 0, 2.8802199999999996E-12, -3.24157E-12, 2.8E-13, 2.8802199999999996E-12, 3.24157E-12
DataValue, -26.91, 2, 0, 2.8796499999999998E-12, -1.9776799999999997E-12, 2.3E-13, 2.8796499999999998E-12, 1.9776799999999997E-12
DataValue, -26.546, 2, 0, 1.95718E-12, -1.2941299999999999E-12, 1.8E-13, 1.95718E-12, 1.2941299999999999E-12
DataValue, -26.182000000000002, 2, 0, 1.1695899999999999E-12, -1.30149E-12, 1.9E-13, 1.1695899999999999E-12, 1.30149E-12
DataValue, -25.818, 2, 0, 1.2869999999999999E-12, -1.1304099999999998E-12, 2.8E-13, 1.2869999999999999E-12, 1.1304099999999998E-12
DataValue, -25.454, 2, 0, 1.0111E-12, -8.5372999999999994E-13, 2.9E-13, 1.0111E-12, 8.5372999999999994E-13
DataValue, -25.09, 2, 0, 7.7180999999999992E-13, -1.0383099999999998E-12, 2.5E-13, 7.7180999999999992E-13, 1.0383099999999998E-12
DataValue, -24.728, 2, 0, 8.2792E-13, -6.3983999999999993E-13, 4.1E-13, 8.2792E-13, 6.3983999999999993E-13
DataValue, -24.364, 2, 0, 3.4912E-13, -3.3639E-13, 2E-13, 3.4912E-13, 3.3639E-13
DataValue, -24, 2, 0, 1.9210999999999998E-13, -3.7492999999999995E-13, 4.1E-13, 1.9210999999999998E-13, 3.7492999999999995E-13
DataValue, -23.636, 2, 0, 2.2268999999999998E-13, -2.72E-13, 5.4E-13, 2.2268999999999998E-13, 2.72E-13
DataValue, -23.272000000000002, 2, 0, 1.6088E-13, -1.2712E-13, 2.6E-13, 1.6088E-13, 1.2712E-13
DataValue, -22.91, 2, 0, 4.5459999999999996E-14, -8.882E-14, 7.8E-13, 4.5459999999999996E-14, 8.882E-14
DataValue, -22.546, 2, 0, 3.9399999999999993E-15, -6.4869999999999993E-14, 1.01E-12, 3.9399999999999993E-15, 6.4869999999999993E-14
DataValue, -22.182000000000002, 2, 0, -1.014E-14, -5.445E-14, 1.22E-12, 1.014E-14, 5.445E-14
DataValue, -21.818, 2, 0, -2.1409999999999997E-14, -5.0409999999999997E-14, 1.68E-12, 2.1409999999999997E-14, 5.0409999999999997E-14
DataValue, -21.454, 2, 0, -4.2879999999999996E-14, -5.1429999999999995E-14, 2.1E-12, 4.2879999999999996E-14, 5.1429999999999995E-14
DataValue, -21.09, 2, 0, -5.204E-14, -6.163999999999999E-14, 2.58E-12, 5.204E-14, 6.163999999999999E-14
DataValue, -20.728, 2, 0, -5.1469999999999994E-14, -4.392E-14, 1.74E-12, 5.1469999999999994E-14, 4.392E-14
DataValue, -20.364, 2, 0, -6.609E-14, -5.86E-14, 2.65E-12, 6.609E-14, 5.86E-14
DataValue, -20, 2, 0, -5.975E-14, -5.1369999999999993E-14, 2.32E-12, 5.975E-14, 5.1369999999999993E-14
DataValue, -19.636, 2, 0, -5.2789999999999995E-14, -5.6149999999999993E-14, 2.42E-12, 5.2789999999999995E-14, 5.6149999999999993E-14
DataValue, -19.272000000000002, 2, 0, -6.88E-14, -5.1999999999999993E-14, 1.52E-12, 6.88E-14, 5.1999999999999993E-14
DataValue, -18.91, 2, 0, -6.656E-14, -4.7389999999999994E-14, 2.31E-12, 6.656E-14, 4.7389999999999994E-14
DataValue, -18.546, 2, 0, -5.3379999999999996E-14, -5.3409999999999997E-14, 2.29E-12, 5.3379999999999996E-14, 5.3409999999999997E-14
DataValue, -18.182, 2, 0, -5.3949999999999994E-14, -5.5629999999999992E-14, 2.7E-12, 5.3949999999999994E-14, 5.5629999999999992E-14
DataValue, -17.818, 2, 0, -7.158E-14, -5.2509999999999995E-14, 1.98E-12, 7.158E-14, 5.2509999999999995E-14
DataValue, -17.454, 2, 0, -5.525E-14, -5.4419999999999997E-14, 1.82E-12, 5.525E-14, 5.4419999999999997E-14
DataValue, -17.09, 2, 0, -6.3749999999999993E-14, -5.626E-14, 2.36E-12, 6.3749999999999993E-14, 5.626E-14
DataValue, -16.728, 2, 0, -6.3269999999999992E-14, -5.3069999999999995E-14, 2.2E-12, 6.3269999999999992E-14, 5.3069999999999995E-14
